"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/12/2018","23,190.0","23,190.0","23,190.0","23,190.0","","0.00%"
"28/12/2018","23,190.0","23,190.0","23,232.5","23,185.0","","-0.17%"
"27/12/2018","23,230.0","23,287.5","23,287.5","23,220.0","","-0.13%"
"26/12/2018","23,260.0","23,287.5","23,287.5","23,262.5","","-0.07%"
"25/12/2018","23,277.0","23,281.0","23,282.5","23,275.0","","0.00%"
"24/12/2018","23,278.0","23,281.0","23,290.0","23,279.0","","-0.02%"
"21/12/2018","23,282.0","23,297.5","23,297.5","23,278.0","","-0.08%"
"20/12/2018","23,300.0","23,305.0","23,326.5","23,291.0","","-0.03%"
"19/12/2018","23,307.0","23,308.0","23,316.5","23,303.5","","-0.05%"
"18/12/2018","23,318.0","23,327.5","23,334.0","23,294.0","","0.00%"
"17/12/2018","23,318.0","23,285.0","23,328.0","23,285.0","","0.13%"
"14/12/2018","23,287.0","23,294.0","23,294.0","23,282.0","","0.01%"
"13/12/2018","23,285.0","23,290.0","23,303.5","23,282.5","","-0.06%"
"12/12/2018","23,300.0","23,304.0","23,320.0","23,290.5","","0.00%"
"11/12/2018","23,300.0","23,304.0","23,328.0","23,297.5","","-0.02%"
"10/12/2018","23,305.0","23,317.0","23,347.5","23,297.5","","-0.02%"
"07/12/2018","23,310.0","23,327.5","23,328.0","23,312.5","","-0.09%"
"06/12/2018","23,332.0","23,322.5","23,344.5","23,302.5","","0.11%"
"05/12/2018","23,306.0","23,301.5","23,308.0","23,293.5","","0.10%"
"04/12/2018","23,283.0","23,347.5","23,347.5","23,284.0","","-0.07%"
"03/12/2018","23,300.0","23,313.5","23,317.0","23,296.0","","-0.06%"
"30/11/2018","23,315.0","23,347.5","23,347.5","23,312.5","","-0.05%"
"29/11/2018","23,327.0","23,347.5","23,347.5","23,326.5","","-0.03%"
"28/11/2018","23,335.0","23,347.5","23,347.5","23,332.0","","-0.04%"
"27/11/2018","23,345.0","23,347.5","23,348.5","23,332.5","","0.02%"
