"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/12/1999","14,027.0","14,027.0","14,027.0","14,027.0","","0.00%"
"30/12/1999","14,027.0","14,027.0","14,027.0","14,027.0","","0.01%"
"29/12/1999","14,025.0","14,025.0","14,025.0","14,025.0","","0.02%"
"28/12/1999","14,022.0","14,022.0","14,022.0","14,022.0","","-0.02%"
"27/12/1999","14,025.0","14,025.0","14,025.0","14,025.0","","0.01%"
"24/12/1999","14,023.0","14,023.0","14,023.0","14,023.0","","0.02%"
"23/12/1999","14,020.0","14,020.0","14,020.0","14,020.0","","0.00%"
"22/12/1999","14,020.0","14,020.0","14,020.0","14,020.0","","0.00%"
"21/12/1999","14,020.0","14,020.0","14,020.0","14,020.0","","0.00%"
"20/12/1999","14,020.0","14,020.0","14,020.0","14,020.0","","0.00%"
"17/12/1999","14,020.0","14,020.0","14,020.0","14,020.0","","0.00%"
"16/12/1999","14,020.0","14,020.0","14,020.0","14,020.0","","0.01%"
"15/12/1999","14,018.0","14,018.0","14,018.0","14,018.0","","0.02%"
"14/12/1999","14,015.0","14,015.0","14,015.0","14,015.0","","-0.01%"
"13/12/1999","14,017.0","14,017.0","14,017.0","14,017.0","","0.01%"
"10/12/1999","14,015.0","14,015.0","14,015.0","14,015.0","","0.00%"
"09/12/1999","14,015.0","14,015.0","14,015.0","14,015.0","","0.01%"
"08/12/1999","14,014.0","14,014.0","14,014.0","14,014.0","","-0.01%"
"07/12/1999","14,015.0","14,015.0","14,015.0","14,015.0","","0.00%"
"06/12/1999","14,015.0","14,015.0","14,015.0","14,015.0","","0.00%"
"03/12/1999","14,015.0","14,015.0","14,015.0","14,015.0","","0.00%"
"02/12/1999","14,015.0","14,015.0","14,015.0","14,015.0","","0.01%"
"01/12/1999","14,014.0","14,014.0","14,014.0","14,014.0","","0.00%"
"30/11/1999","14,014.0","14,014.0","14,014.0","14,014.0","","0.02%"
"29/11/1999","14,011.0","14,011.0","14,011.0","14,011.0","","-0.01%"
"26/11/1999","14,012.0","14,012.0","14,012.0","14,012.0","","0.01%"
"25/11/1999","14,010.0","14,010.0","14,010.0","14,010.0","","0.00%"
"24/11/1999","14,010.0","14,010.0","14,010.0","14,010.0","","0.00%"
"23/11/1999","14,010.0","14,010.0","14,010.0","14,010.0","","0.01%"
"22/11/1999","14,008.0","14,008.0","14,008.0","14,008.0","","0.01%"
"19/11/1999","14,007.0","14,007.0","14,007.0","14,007.0","","-0.02%"
"18/11/1999","14,010.0","14,010.0","14,010.0","14,010.0","","0.01%"
"17/11/1999","14,009.0","14,009.0","14,009.0","14,009.0","","-0.01%"
"16/11/1999","14,010.0","14,010.0","14,010.0","14,010.0","","0.00%"
"15/11/1999","14,010.0","14,010.0","14,010.0","14,010.0","","-0.01%"
"12/11/1999","14,011.0","14,011.0","14,011.0","14,011.0","","0.01%"
"11/11/1999","14,009.0","14,009.0","14,009.0","14,009.0","","0.01%"
"10/11/1999","14,008.0","14,008.0","14,008.0","14,008.0","","0.00%"
"09/11/1999","14,008.0","14,008.0","14,008.0","14,008.0","","-0.02%"
"08/11/1999","14,011.0","14,011.0","14,011.0","14,011.0","","-0.01%"
"05/11/1999","14,012.0","14,012.0","14,012.0","14,012.0","","0.00%"
"04/11/1999","14,012.0","14,012.0","14,012.0","14,012.0","","0.01%"
"03/11/1999","14,011.0","14,011.0","14,011.0","14,011.0","","0.00%"
"02/11/1999","14,011.0","14,011.0","14,011.0","14,011.0","","0.01%"
"01/11/1999","14,010.0","14,010.0","14,010.0","14,010.0","","0.01%"
"29/10/1999","14,008.0","14,008.0","14,008.0","14,008.0","","0.01%"
"28/10/1999","14,007.0","14,007.0","14,007.0","14,007.0","","-0.01%"
"27/10/1999","14,008.0","14,008.0","14,008.0","14,008.0","","-0.01%"
"26/10/1999","14,009.0","14,009.0","14,009.0","14,009.0","","0.01%"
"25/10/1999","14,007.0","14,007.0","14,007.0","14,007.0","","0.01%"
"22/10/1999","14,005.0","14,005.0","14,005.0","14,005.0","","0.00%"
"21/10/1999","14,005.0","14,005.0","14,005.0","14,005.0","","-0.01%"
"20/10/1999","14,006.0","14,006.0","14,006.0","14,006.0","","0.01%"
"19/10/1999","14,004.0","14,004.0","14,004.0","14,004.0","","0.03%"
"18/10/1999","14,000.0","14,000.0","14,000.0","14,000.0","","0.00%"
"15/10/1999","14,000.0","14,000.0","14,000.0","14,000.0","","-0.01%"
"14/10/1999","14,002.0","14,002.0","14,002.0","14,002.0","","0.00%"
"13/10/1999","14,002.0","14,002.0","14,002.0","14,002.0","","0.04%"
"12/10/1999","13,997.0","13,997.0","13,997.0","13,997.0","","0.00%"
"11/10/1999","13,997.0","13,997.0","13,997.0","13,997.0","","0.01%"
"08/10/1999","13,995.0","13,995.0","13,995.0","13,995.0","","-0.01%"
"07/10/1999","13,996.0","13,996.0","13,996.0","13,996.0","","-0.01%"
"06/10/1999","13,997.0","13,997.0","13,997.0","13,997.0","","0.01%"
"05/10/1999","13,996.0","13,996.0","13,996.0","13,996.0","","0.01%"
"04/10/1999","13,995.0","13,995.0","13,995.0","13,995.0","","0.01%"
"01/10/1999","13,994.0","13,994.0","13,994.0","13,994.0","","0.01%"
"30/09/1999","13,993.0","13,993.0","13,993.0","13,993.0","","0.01%"
"29/09/1999","13,992.0","13,992.0","13,992.0","13,992.0","","0.00%"
"28/09/1999","13,992.0","13,992.0","13,992.0","13,992.0","","0.00%"
"27/09/1999","13,992.0","13,992.0","13,992.0","13,992.0","","0.01%"
"24/09/1999","13,990.0","13,990.0","13,990.0","13,990.0","","-0.03%"
"23/09/1999","13,994.0","13,994.0","13,994.0","13,994.0","","0.07%"
"22/09/1999","13,984.0","13,984.0","13,984.0","13,984.0","","0.04%"
"21/09/1999","13,978.0","13,978.0","13,978.0","13,978.0","","-0.01%"
"20/09/1999","13,979.0","13,979.0","13,979.0","13,979.0","","0.06%"
"17/09/1999","13,970.0","13,970.0","13,970.0","13,970.0","","-0.02%"
"16/09/1999","13,973.0","13,973.0","13,973.0","13,973.0","","0.01%"
"15/09/1999","13,972.0","13,972.0","13,972.0","13,972.0","","0.03%"
"14/09/1999","13,968.0","13,968.0","13,968.0","13,968.0","","-0.01%"
"13/09/1999","13,969.0","13,969.0","13,969.0","13,969.0","","0.01%"
"10/09/1999","13,968.0","13,968.0","13,968.0","13,968.0","","0.04%"
"09/09/1999","13,963.0","13,963.0","13,963.0","13,963.0","","-0.01%"
"08/09/1999","13,964.0","13,964.0","13,964.0","13,964.0","","0.01%"
"07/09/1999","13,963.0","13,963.0","13,963.0","13,963.0","","0.01%"
"06/09/1999","13,962.0","13,962.0","13,962.0","13,962.0","","0.01%"
"03/09/1999","13,961.0","13,961.0","13,961.0","13,961.0","","0.01%"
"02/09/1999","13,960.0","13,960.0","13,960.0","13,960.0","","0.00%"
"01/09/1999","13,960.0","13,960.0","13,960.0","13,960.0","","0.00%"
"31/08/1999","13,960.0","13,960.0","13,960.0","13,960.0","","0.00%"
"30/08/1999","13,960.0","13,960.0","13,960.0","13,960.0","","0.01%"
"27/08/1999","13,958.0","13,958.0","13,958.0","13,958.0","","0.00%"
"26/08/1999","13,958.0","13,958.0","13,958.0","13,958.0","","0.01%"
"25/08/1999","13,957.0","13,957.0","13,957.0","13,957.0","","0.00%"
"24/08/1999","13,957.0","13,957.0","13,957.0","13,957.0","","0.01%"
"23/08/1999","13,956.0","13,956.0","13,956.0","13,956.0","","0.02%"
"20/08/1999","13,953.0","13,953.0","13,953.0","13,953.0","","0.00%"
"19/08/1999","13,953.0","13,953.0","13,953.0","13,953.0","","0.00%"
"18/08/1999","13,953.0","13,953.0","13,953.0","13,953.0","","-0.01%"
"17/08/1999","13,955.0","13,955.0","13,955.0","13,955.0","","0.00%"
"16/08/1999","13,955.0","13,955.0","13,955.0","13,955.0","","0.01%"
"13/08/1999","13,954.0","13,954.0","13,954.0","13,954.0","","-0.01%"
"12/08/1999","13,955.0","13,955.0","13,955.0","13,955.0","","0.00%"
"11/08/1999","13,955.0","13,955.0","13,955.0","13,955.0","","0.01%"
"10/08/1999","13,953.0","13,953.0","13,953.0","13,953.0","","-0.02%"
"09/08/1999","13,956.0","13,956.0","13,956.0","13,956.0","","0.03%"
"06/08/1999","13,952.0","13,952.0","13,952.0","13,952.0","","0.01%"
"05/08/1999","13,950.0","13,950.0","13,950.0","13,950.0","","0.01%"
"04/08/1999","13,949.0","13,949.0","13,949.0","13,949.0","","0.00%"
"03/08/1999","13,949.0","13,949.0","13,949.0","13,949.0","","0.02%"
"02/08/1999","13,946.0","13,946.0","13,946.0","13,946.0","","0.00%"
"30/07/1999","13,946.0","13,946.0","13,946.0","13,946.0","","0.00%"
"29/07/1999","13,946.0","13,946.0","13,946.0","13,946.0","","0.00%"
"28/07/1999","13,946.0","13,946.0","13,946.0","13,946.0","","0.00%"
"27/07/1999","13,946.0","13,946.0","13,946.0","13,946.0","","-0.03%"
