"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.23%"
"30/12/2010","19,450.0","19,495.0","19,499.0","19,475.0","","-0.21%"
"29/12/2010","19,490.0","19,495.0","19,499.0","19,475.0","","0.05%"
"28/12/2010","19,480.0","19,495.0","19,499.0","19,475.0","","-0.05%"
"27/12/2010","19,490.0","19,495.0","19,499.0","19,475.0","","-0.04%"
"24/12/2010","19,498.0","19,495.0","19,499.0","19,475.0","","0.04%"
"23/12/2010","19,490.0","19,495.0","19,499.0","19,475.0","","-0.03%"
"22/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.00%"
"21/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.00%"
"20/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.00%"
"17/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.00%"
"16/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","-0.02%"
"15/12/2010","19,498.0","19,495.0","19,499.0","19,475.0","","0.04%"
"14/12/2010","19,490.0","19,495.0","19,499.0","19,475.0","","-0.04%"
"13/12/2010","19,498.0","19,495.0","19,499.0","19,475.0","","0.04%"
"10/12/2010","19,490.0","19,495.0","19,499.0","19,475.0","","-0.03%"
"09/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","-0.02%"
"08/12/2010","19,498.0","19,495.0","19,499.0","19,475.0","","0.04%"
"07/12/2010","19,490.0","19,495.0","19,499.0","19,475.0","","-0.04%"
"06/12/2010","19,498.0","19,495.0","19,499.0","19,475.0","","0.00%"
"03/12/2010","19,498.0","19,495.0","19,499.0","19,475.0","","0.02%"
"02/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.00%"
"01/12/2010","19,495.0","19,495.0","19,499.0","19,475.0","","-0.02%"
"30/11/2010","19,498.0","19,495.0","19,499.0","19,475.0","","0.02%"
"29/11/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.00%"
"26/11/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.00%"
"25/11/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.00%"
"24/11/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.03%"
"23/11/2010","19,490.0","19,495.0","19,499.0","19,475.0","","0.00%"
"22/11/2010","19,490.0","19,495.0","19,499.0","19,475.0","","0.00%"
"19/11/2010","19,490.0","19,495.0","19,499.0","19,475.0","","0.00%"
"18/11/2010","19,490.0","19,495.0","19,499.0","19,475.0","","-0.03%"
"17/11/2010","19,495.0","19,495.0","19,499.0","19,475.0","","0.08%"
"16/11/2010","19,480.0","19,495.0","19,497.5","19,475.0","","0.00%"
"15/11/2010","19,480.0","19,495.0","19,498.5","19,475.0","","-0.05%"
"12/11/2010","19,490.0","19,495.0","19,498.0","19,475.0","","0.00%"
"11/11/2010","19,490.0","19,495.0","19,498.5","19,475.0","","-0.03%"
"10/11/2010","19,495.0","19,495.0","19,497.5","19,475.0","","0.08%"
"09/11/2010","19,480.0","19,495.0","19,498.5","19,475.0","","0.00%"
"08/11/2010","19,480.0","19,495.0","19,499.0","19,475.0","","-0.05%"
"05/11/2010","19,490.0","19,497.0","19,498.5","19,475.0","","0.05%"
"04/11/2010","19,480.0","19,495.0","19,497.5","19,475.0","","0.00%"
"03/11/2010","19,480.0","19,495.0","19,499.0","19,475.0","","0.00%"
"02/11/2010","19,480.0","19,495.0","19,963.5","19,475.0","","-0.08%"
"01/11/2010","19,495.0","19,920.0","20,135.0","19,475.0","","0.08%"
"29/10/2010","19,480.0","19,490.0","19,499.0","19,475.0","","-0.05%"
"28/10/2010","19,490.0","19,495.0","19,499.0","19,475.0","","0.00%"
"27/10/2010","19,490.0","19,490.0","19,499.0","19,475.0","","0.00%"
"26/10/2010","19,490.0","19,850.0","19,970.0","19,475.0","","0.21%"
"25/10/2010","19,450.0","19,850.0","19,900.0","19,475.0","","-0.10%"
"22/10/2010","19,470.0","19,850.0","19,900.0","19,475.0","","-0.10%"
"21/10/2010","19,490.0","19,490.0","19,499.0","19,475.0","","0.21%"
"20/10/2010","19,450.0","19,490.0","19,900.0","19,475.0","","-0.21%"
"19/10/2010","19,490.0","19,780.0","19,900.0","19,475.0","","-0.03%"
"18/10/2010","19,495.0","19,490.0","19,499.0","19,475.0","","-0.01%"
"15/10/2010","19,497.0","19,750.0","19,800.0","19,475.0","","0.01%"
"14/10/2010","19,495.0","19,490.0","19,800.0","19,475.0","","-0.02%"
"13/10/2010","19,498.0","19,490.0","19,499.0","19,475.0","","0.25%"
"12/10/2010","19,450.0","19,490.0","19,499.0","19,475.0","","-0.10%"
"11/10/2010","19,470.0","19,700.0","19,750.0","19,475.0","","-0.13%"
"08/10/2010","19,495.0","19,470.0","19,499.0","19,475.0","","0.00%"
"07/10/2010","19,495.0","19,550.0","19,720.0","19,475.0","","0.08%"
"06/10/2010","19,480.0","19,490.0","19,498.5","19,475.0","","-0.05%"
"05/10/2010","19,490.0","19,490.0","19,600.0","19,475.0","","-0.03%"
"04/10/2010","19,495.0","19,490.0","19,542.5","19,475.0","","0.08%"
"01/10/2010","19,480.0","19,490.0","19,544.0","19,475.0","","0.15%"
"30/09/2010","19,450.0","19,470.0","19,498.5","19,475.0","","-0.15%"
"29/09/2010","19,480.0","19,465.0","19,531.0","19,095.0","","0.00%"
"28/09/2010","19,480.0","19,470.0","19,530.0","19,450.0","","0.10%"
"27/09/2010","19,460.0","19,465.0","19,527.5","19,450.0","","-0.10%"
"24/09/2010","19,480.0","19,465.0","19,527.5","19,450.0","","0.15%"
"23/09/2010","19,450.0","19,465.0","19,527.5","19,450.0","","-0.15%"
"22/09/2010","19,480.0","19,470.0","19,497.5","19,450.0","","0.00%"
"21/09/2010","19,480.0","19,465.0","19,527.5","19,095.0","","-0.05%"
"20/09/2010","19,490.0","19,465.0","19,527.5","19,450.0","","0.00%"
"17/09/2010","19,490.0","19,460.0","19,495.0","19,450.0","","0.05%"
"16/09/2010","19,480.0","19,465.0","19,530.0","19,095.0","","0.00%"
"15/09/2010","19,480.0","19,465.0","19,527.5","19,450.0","","0.00%"
"14/09/2010","19,480.0","19,465.0","19,527.5","19,450.0","","0.00%"
"13/09/2010","19,480.0","19,465.0","19,527.5","19,450.0","","0.00%"
"10/09/2010","19,480.0","19,460.0","19,495.0","19,450.0","","0.00%"
"09/09/2010","19,480.0","19,480.0","19,495.0","19,450.0","","0.15%"
"08/09/2010","19,450.0","19,460.0","19,495.0","19,095.0","","0.00%"
"07/09/2010","19,450.0","19,460.0","19,495.0","19,095.0","","-0.10%"
"06/09/2010","19,470.0","19,465.0","19,527.5","19,450.0","","0.00%"
"03/09/2010","19,470.0","19,465.0","19,527.5","19,450.0","","-0.10%"
"02/09/2010","19,490.0","19,490.0","19,490.0","19,490.0","","0.00%"
"01/09/2010","19,490.0","19,465.0","19,527.5","19,445.0","","0.00%"
"31/08/2010","19,490.0","19,460.0","19,495.0","19,095.0","","0.13%"
"30/08/2010","19,465.0","19,475.0","19,532.5","19,450.0","","0.03%"
"27/08/2010","19,460.0","19,470.0","19,532.5","19,095.0","","0.31%"
"26/08/2010","19,400.0","19,470.0","19,530.0","19,450.0","","-0.36%"
"25/08/2010","19,470.0","19,470.0","19,530.0","19,095.0","","0.00%"
"24/08/2010","19,470.0","19,480.0","19,495.0","19,450.0","","0.36%"
"23/08/2010","19,400.0","19,470.0","19,530.0","19,095.0","","-0.31%"
"20/08/2010","19,460.0","19,450.0","19,530.0","19,095.0","","-0.15%"
"19/08/2010","19,490.0","19,400.0","19,520.0","19,095.0","","0.36%"
"18/08/2010","19,420.0","19,220.0","19,495.0","19,090.0","","1.69%"
"17/08/2010","19,098.0","19,220.0","19,270.0","19,075.0","","0.09%"
"16/08/2010","19,080.0","19,220.0","19,270.0","19,075.0","","-0.73%"
"13/08/2010","19,220.0","19,220.0","19,270.0","19,075.0","","0.64%"
"12/08/2010","19,098.0","19,200.0","19,270.0","19,075.0","","0.04%"
"11/08/2010","19,090.0","19,098.0","19,099.0","19,075.0","","-0.57%"
"10/08/2010","19,200.0","19,190.0","19,250.0","19,050.0","","0.58%"
"09/08/2010","19,090.0","19,080.0","19,099.0","19,050.0","","0.00%"
"06/08/2010","19,090.0","19,080.0","19,099.0","19,050.0","","-0.47%"
"05/08/2010","19,180.0","19,080.0","19,230.0","19,050.0","","0.47%"
"04/08/2010","19,090.0","19,080.0","19,099.0","19,050.0","","-0.47%"
"03/08/2010","19,180.0","19,180.0","19,230.0","19,050.0","","0.68%"
"02/08/2010","19,050.0","19,200.0","19,300.0","19,050.0","","0.00%"
"30/07/2010","19,050.0","19,080.0","19,099.0","19,050.0","","0.00%"
"29/07/2010","19,050.0","19,080.0","19,097.5","19,050.0","","-0.21%"
"28/07/2010","19,090.0","19,090.0","19,192.5","19,047.5","","0.00%"
"27/07/2010","19,090.0","19,090.0","19,192.5","19,047.5","","-0.01%"
"26/07/2010","19,092.0","19,090.0","19,192.5","19,047.5","","-0.02%"
"23/07/2010","19,095.0","19,070.0","19,097.5","19,047.5","","0.02%"
"22/07/2010","19,092.0","19,090.0","19,192.5","19,047.5","","-0.02%"
"21/07/2010","19,095.0","19,090.0","19,097.5","19,047.5","","0.05%"
"20/07/2010","19,085.0","19,090.0","19,192.5","19,047.5","","-0.03%"
"19/07/2010","19,090.0","19,050.0","19,192.5","19,047.5","","0.00%"
"16/07/2010","19,090.0","19,050.0","19,172.5","19,047.5","","0.00%"
"15/07/2010","19,090.0","19,050.0","19,172.5","19,047.5","","0.21%"
"14/07/2010","19,050.0","19,050.0","19,172.5","19,047.5","","-0.21%"
"13/07/2010","19,090.0","19,050.0","19,172.5","19,047.5","","0.21%"
"12/07/2010","19,050.0","19,070.0","19,172.5","18,997.5","","-0.21%"
"09/07/2010","19,090.0","19,070.0","19,097.5","19,047.5","","0.00%"
"08/07/2010","19,090.0","19,092.0","19,097.5","19,047.5","","1.01%"
"07/07/2010","18,900.0","18,900.0","19,097.5","18,997.5","","-0.94%"
"06/07/2010","19,080.0","18,900.0","19,097.5","18,997.5","","-0.03%"
"05/07/2010","19,085.0","19,090.0","19,097.5","18,970.0","","0.13%"
"02/07/2010","19,060.0","18,900.0","19,095.0","18,960.0","","0.21%"
"01/07/2010","19,020.0","19,070.0","19,095.0","19,020.0","","-0.21%"
"30/06/2010","19,060.0","19,050.0","19,090.0","19,020.0","","0.16%"
"29/06/2010","19,030.0","19,000.0","19,080.0","18,960.0","","0.42%"
"28/06/2010","18,950.0","19,000.0","19,062.5","18,945.0","","-0.11%"
"25/06/2010","18,970.0","18,900.0","19,050.0","18,945.0","","0.00%"
"24/06/2010","18,970.0","18,960.0","19,045.0","18,940.0","","0.16%"
"23/06/2010","18,940.0","18,900.0","19,036.0","18,939.0","","0.00%"
"22/06/2010","18,940.0","18,945.0","18,972.0","18,940.0","","-0.05%"
"21/06/2010","18,950.0","18,940.0","18,970.0","18,940.0","","0.26%"
"18/06/2010","18,900.0","18,950.0","18,970.0","18,940.0","","0.00%"
"17/06/2010","18,900.0","18,950.0","18,970.0","18,938.0","","-0.32%"
"16/06/2010","18,960.0","18,950.0","18,970.0","18,957.5","","0.00%"
"15/06/2010","18,960.0","18,950.0","18,970.0","18,957.5","","-0.03%"
"14/06/2010","18,965.0","18,950.0","18,975.0","18,957.5","","0.08%"
"11/06/2010","18,950.0","18,960.0","18,975.0","18,957.5","","-0.05%"
"10/06/2010","18,960.0","18,900.0","18,975.0","18,938.5","","0.00%"
"09/06/2010","18,960.0","18,965.0","18,975.0","18,927.5","","-0.08%"
"08/06/2010","18,975.0","18,900.0","18,980.0","18,927.5","","0.08%"
"07/06/2010","18,960.0","18,970.0","18,980.0","18,880.0","","0.00%"
"04/06/2010","18,960.0","18,970.0","18,975.0","18,880.0","","-0.05%"
"03/06/2010","18,970.0","18,970.0","18,985.0","18,792.5","","-0.03%"
"02/06/2010","18,975.0","18,970.0","18,985.0","18,877.5","","0.56%"
"01/06/2010","18,870.0","18,970.0","18,985.0","18,880.0","","0.11%"
"31/05/2010","18,850.0","18,970.0","18,980.0","18,865.0","","-0.63%"
"28/05/2010","18,970.0","18,970.0","18,985.0","18,960.0","","0.00%"
"27/05/2010","18,970.0","18,970.0","18,990.0","18,960.0","","0.37%"
"26/05/2010","18,900.0","18,900.0","18,990.0","18,900.0","","-0.37%"
"25/05/2010","18,970.0","18,980.0","18,990.0","18,905.0","","0.00%"
"24/05/2010","18,970.0","18,900.0","18,985.0","18,945.0","","0.00%"
"21/05/2010","18,970.0","18,980.0","18,990.0","18,960.0","","0.05%"
"20/05/2010","18,960.0","18,970.0","18,990.0","18,955.0","","-0.05%"
"19/05/2010","18,970.0","18,980.0","19,000.0","18,955.0","","0.00%"
"18/05/2010","18,970.0","18,970.0","19,010.0","18,945.0","","-0.11%"
"17/05/2010","18,990.0","18,970.0","19,010.0","18,920.0","","0.00%"
"14/05/2010","18,990.0","18,980.0","19,010.0","18,895.0","","0.26%"
"13/05/2010","18,940.0","19,000.0","19,020.0","18,895.0","","0.11%"
"12/05/2010","18,920.0","18,920.0","19,020.0","18,895.0","","-0.26%"
"11/05/2010","18,970.0","19,000.0","19,020.0","18,895.0","","-0.16%"
"10/05/2010","19,000.0","18,825.0","19,030.0","18,895.0","","0.26%"
"07/05/2010","18,950.0","18,955.0","19,000.0","18,895.0","","-0.05%"
"06/05/2010","18,960.0","18,950.0","18,970.0","18,887.5","","0.05%"
"05/05/2010","18,950.0","18,950.0","18,970.0","18,947.5","","0.05%"
"04/05/2010","18,940.0","18,940.0","18,970.0","18,947.5","","0.34%"
"03/05/2010","18,875.0","18,940.0","18,940.0","18,947.5","","0.00%"
"30/04/2010","18,875.0","18,875.0","18,875.0","18,975.0","","-0.34%"
"29/04/2010","18,940.0","18,875.0","18,960.0","18,912.5","","0.00%"
"28/04/2010","18,940.0","18,880.0","18,970.0","18,910.0","","0.32%"
"27/04/2010","18,880.0","18,960.0","18,970.0","18,890.0","","-0.37%"
"26/04/2010","18,950.0","18,970.0","18,970.0","18,917.5","","0.37%"
"23/04/2010","18,880.0","18,950.0","18,950.0","18,980.0","","-0.37%"
"22/04/2010","18,950.0","18,950.0","18,970.0","18,895.0","","0.00%"
"21/04/2010","18,950.0","18,975.0","18,975.0","18,902.5","","-0.05%"
"20/04/2010","18,960.0","18,965.0","18,975.0","18,905.0","","-0.05%"
"19/04/2010","18,970.0","18,950.0","18,980.0","18,895.0","","0.11%"
"16/04/2010","18,950.0","18,950.0","19,000.0","18,915.0","","-0.05%"
"15/04/2010","18,960.0","18,950.0","19,080.0","18,925.0","","-0.11%"
"14/04/2010","18,980.0","19,000.0","19,020.0","18,960.0","","0.00%"
"13/04/2010","18,980.0","19,020.0","19,090.0","18,967.5","","-0.11%"
"12/04/2010","19,000.0","19,020.0","19,070.0","18,970.0","","0.00%"
"09/04/2010","19,000.0","19,020.0","19,070.0","18,975.0","","0.00%"
"08/04/2010","19,000.0","18,950.0","19,070.0","18,975.0","","-0.11%"
"07/04/2010","19,020.0","19,020.0","19,080.0","18,975.0","","0.37%"
"06/04/2010","18,950.0","19,000.0","19,080.0","18,945.0","","-0.68%"
"05/04/2010","19,080.0","19,050.0","19,090.0","18,950.0","","0.10%"
"02/04/2010","19,060.0","19,080.0","19,090.0","18,950.0","","0.32%"
"01/04/2010","19,000.0","19,000.0","19,090.0","18,950.0","","-0.42%"
"31/03/2010","19,080.0","19,070.0","19,090.0","18,950.0","","0.42%"
"30/03/2010","19,000.0","19,070.0","19,090.0","18,950.0","","-0.37%"
"29/03/2010","19,070.0","19,070.0","19,090.0","18,950.0","","0.00%"
"26/03/2010","19,070.0","19,070.0","19,090.0","18,950.0","","-0.05%"
"25/03/2010","19,080.0","19,075.0","19,090.0","18,850.0","","2.20%"
"24/03/2010","18,670.0","19,070.0","19,090.0","18,885.0","","0.00%"
"23/03/2010","18,670.0","19,070.0","19,090.0","18,885.0","","-0.05%"
"22/03/2010","18,680.0","19,060.0","19,200.0","18,890.0","","0.00%"
"19/03/2010","18,680.0","19,080.0","19,090.0","18,890.0","","-0.03%"
"18/03/2010","18,685.0","19,080.0","19,090.0","18,892.5","","0.13%"
"17/03/2010","18,660.0","19,090.0","19,090.0","18,880.0","","-0.11%"
"16/03/2010","18,680.0","19,090.0","19,090.0","18,890.0","","0.00%"
"15/03/2010","18,680.0","19,075.0","19,090.0","18,890.0","","-0.05%"
"12/03/2010","18,690.0","19,090.0","19,090.0","18,895.0","","0.00%"
"11/03/2010","18,690.0","19,080.0","19,090.0","18,895.0","","0.05%"
"10/03/2010","18,680.0","19,075.0","19,090.0","18,890.0","","0.11%"
"09/03/2010","18,660.0","19,050.0","19,090.0","18,880.0","","-0.11%"
"08/03/2010","18,680.0","19,050.0","19,090.0","18,890.0","","0.00%"
"05/03/2010","18,680.0","19,080.0","19,090.0","18,890.0","","0.00%"
"04/03/2010","18,680.0","19,080.0","19,090.0","18,890.0","","-0.05%"
"03/03/2010","18,690.0","19,080.0","19,090.0","18,895.0","","0.48%"
"02/03/2010","18,600.0","19,000.0","19,090.0","18,850.0","","0.00%"
"01/03/2010","18,600.0","19,080.0","19,090.0","18,850.0","","-1.06%"
"26/02/2010","18,800.0","19,070.0","19,080.0","18,875.0","","0.80%"
