"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/12/2009","18,469.0","18,469.0","18,477.0","18,464.5","","0.00%"
"30/12/2009","18,469.0","18,475.0","18,477.0","18,464.5","","0.00%"
"29/12/2009","18,469.0","18,469.0","18,474.0","18,464.5","","0.00%"
"28/12/2009","18,469.0","18,469.0","18,477.0","18,464.5","","0.02%"
"25/12/2009","18,465.0","18,464.0","18,477.0","18,471.5","","-0.03%"
"24/12/2009","18,471.0","18,475.0","18,475.0","18,464.5","","0.00%"
"23/12/2009","18,471.0","18,474.0","18,475.0","18,464.5","","0.01%"
"22/12/2009","18,470.0","18,469.0","18,477.0","18,464.5","","-0.01%"
"21/12/2009","18,471.0","18,474.0","18,475.0","18,464.5","","-0.02%"
"18/12/2009","18,474.0","18,469.0","18,475.0","18,464.5","","0.13%"
"17/12/2009","18,450.0","18,469.0","18,475.0","18,464.5","","1.10%"
"16/12/2009","18,250.0","18,475.0","18,475.0","18,364.5","","-0.10%"
"15/12/2009","18,269.0","18,700.0","18,700.0","18,374.0","","0.00%"
"14/12/2009","18,269.0","18,469.0","18,700.0","18,374.0","","-0.03%"
"11/12/2009","18,274.0","18,700.0","18,700.0","18,376.5","","0.03%"
"10/12/2009","18,269.0","18,469.0","18,750.0","18,373.5","","-2.30%"
"09/12/2009","18,700.0","18,700.0","18,750.0","18,373.0","","-0.27%"
"08/12/2009","18,750.0","18,600.0","18,750.0","18,464.5","","2.63%"
"07/12/2009","18,269.0","18,469.0","18,474.0","18,374.0","","-0.06%"
"04/12/2009","18,280.0","18,471.0","18,480.0","18,380.5","","-0.01%"
"03/12/2009","18,281.0","19,150.0","19,150.0","18,382.0","","0.03%"
"02/12/2009","18,276.0","18,476.0","18,487.0","18,376.0","","-4.56%"
"01/12/2009","19,150.0","19,000.0","19,200.0","18,050.0","","4.79%"
"30/11/2009","18,275.0","19,000.0","19,000.0","18,050.0","","-0.06%"
"27/11/2009","18,286.0","18,487.0","18,492.0","17,700.0","","-1.08%"
"26/11/2009","18,485.0","18,485.0","18,495.0","17,843.5","","3.85%"
"25/11/2009","17,800.0","17,881.0","17,885.0","17,783.5","","-0.03%"
"24/11/2009","17,805.0","17,877.0","17,880.0","17,841.5","","-0.38%"
"23/11/2009","17,873.0","17,873.0","17,877.0","17,863.0","","0.30%"
"20/11/2009","17,820.0","17,870.0","17,875.0","17,848.0","","-0.29%"
"19/11/2009","17,872.0","17,872.0","17,875.0","17,861.5","","0.26%"
"18/11/2009","17,825.0","17,865.0","17,874.0","17,849.0","","-0.21%"
"17/11/2009","17,863.0","17,868.0","17,871.0","17,861.5","","-0.03%"
"16/11/2009","17,869.0","17,869.0","17,873.0","17,862.0","","0.01%"
"13/11/2009","17,867.0","17,867.0","17,871.0","17,861.0","","0.26%"
"12/11/2009","17,820.0","17,868.0","17,871.0","17,846.5","","-0.22%"
"11/11/2009","17,860.0","17,865.0","17,868.0","17,860.0","","0.20%"
"10/11/2009","17,825.0","17,825.0","17,871.0","17,846.0","","-0.22%"
"09/11/2009","17,864.0","17,859.0","17,868.0","17,859.5","","0.25%"
"06/11/2009","17,820.0","17,857.0","17,866.0","17,843.5","","-0.03%"
"05/11/2009","17,825.0","17,854.0","17,862.0","17,844.5","","-0.06%"
"04/11/2009","17,835.0","17,855.0","17,863.0","17,848.0","","-0.03%"
"03/11/2009","17,841.0","17,853.0","17,862.0","17,850.5","","0.01%"
"02/11/2009","17,840.0","17,851.0","17,860.0","17,847.5","","0.00%"
"30/10/2009","17,840.0","17,852.0","17,861.0","17,848.5","","0.00%"
"29/10/2009","17,840.0","17,849.0","17,857.0","17,849.5","","0.00%"
"28/10/2009","17,840.0","17,847.0","17,857.0","17,846.0","","0.03%"
"27/10/2009","17,835.0","17,848.0","17,856.0","17,841.5","","0.06%"
"26/10/2009","17,825.0","17,850.0","17,854.0","17,835.0","","0.06%"
"23/10/2009","17,815.0","17,851.0","17,855.0","17,835.5","","-0.06%"
"22/10/2009","17,825.0","17,847.0","17,856.0","17,841.0","","0.11%"
"21/10/2009","17,805.0","17,845.0","17,854.0","17,830.0","","0.00%"
