"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/12/1997","12,291.0","12,291.0","12,291.0","12,291.0","","0.00%"
"30/12/1997","12,291.0","12,291.0","12,291.0","12,291.0","","0.00%"
"29/12/1997","12,291.0","12,291.0","12,291.0","12,291.0","","0.00%"
"26/12/1997","12,291.0","12,291.0","12,291.0","12,291.0","","0.00%"
"25/12/1997","12,291.0","12,291.0","12,291.0","12,291.0","","0.00%"
"24/12/1997","12,291.0","12,291.0","12,291.0","12,291.0","","0.00%"
"23/12/1997","12,291.0","12,291.0","12,291.0","12,291.0","","0.07%"
"22/12/1997","12,283.0","12,283.0","12,283.0","12,283.0","","0.00%"
"19/12/1997","12,283.0","12,283.0","12,283.0","12,283.0","","0.00%"
"18/12/1997","12,283.0","12,283.0","12,283.0","12,283.0","","0.00%"
"17/12/1997","12,283.0","12,283.0","12,283.0","12,283.0","","0.00%"
"16/12/1997","12,283.0","12,283.0","12,283.0","12,283.0","","-0.06%"
"15/12/1997","12,290.0","12,290.0","12,290.0","12,290.0","","0.00%"
"12/12/1997","12,290.0","12,290.0","12,290.0","12,290.0","","0.00%"
"11/12/1997","12,290.0","12,290.0","12,290.0","12,290.0","","0.00%"
"10/12/1997","12,290.0","12,290.0","12,290.0","12,290.0","","0.00%"
"09/12/1997","12,290.0","12,290.0","12,290.0","12,290.0","","-0.01%"
"08/12/1997","12,291.0","12,291.0","12,291.0","12,291.0","","-0.01%"
"05/12/1997","12,292.0","12,292.0","12,292.0","12,292.0","","0.04%"
"04/12/1997","12,287.0","12,287.0","12,287.0","12,287.0","","-0.02%"
"03/12/1997","12,290.0","12,290.0","12,290.0","12,290.0","","0.00%"
"02/12/1997","12,290.0","12,290.0","12,290.0","12,290.0","","0.00%"
"01/12/1997","12,290.0","12,290.0","12,290.0","12,290.0","","0.03%"
"28/11/1997","12,286.0","12,286.0","12,286.0","12,286.0","","0.01%"
"27/11/1997","12,285.0","12,285.0","12,285.0","12,285.0","","0.20%"
"26/11/1997","12,260.0","12,260.0","12,260.0","12,260.0","","0.04%"
"25/11/1997","12,255.0","12,255.0","12,255.0","12,255.0","","-0.16%"
"24/11/1997","12,275.0","12,275.0","12,275.0","12,275.0","","0.30%"
"21/11/1997","12,238.0","12,238.0","12,238.0","12,238.0","","0.27%"
"20/11/1997","12,205.0","12,205.0","12,205.0","12,205.0","","-0.08%"
"19/11/1997","12,215.0","12,215.0","12,215.0","12,215.0","","0.08%"
"18/11/1997","12,205.0","12,205.0","12,205.0","12,205.0","","0.15%"
"17/11/1997","12,187.0","12,187.0","12,187.0","12,187.0","","0.06%"
"14/11/1997","12,180.0","12,180.0","12,180.0","12,180.0","","0.50%"
"13/11/1997","12,120.0","12,120.0","12,120.0","12,120.0","","-0.66%"
"12/11/1997","12,200.0","12,200.0","12,200.0","12,200.0","","0.08%"
"11/11/1997","12,190.0","12,190.0","12,190.0","12,190.0","","-0.33%"
"10/11/1997","12,230.0","12,230.0","12,230.0","12,230.0","","0.25%"
"07/11/1997","12,200.0","12,200.0","12,200.0","12,200.0","","0.21%"
"06/11/1997","12,175.0","12,175.0","12,175.0","12,175.0","","-0.86%"
"05/11/1997","12,280.0","12,280.0","12,280.0","12,280.0","","-0.04%"
"04/11/1997","12,285.0","12,285.0","12,285.0","12,285.0","","2.28%"
"03/11/1997","12,011.0","12,011.0","12,011.0","12,011.0","","-1.87%"
"31/10/1997","12,240.0","12,240.0","12,240.0","12,240.0","","0.33%"
"30/10/1997","12,200.0","12,200.0","12,200.0","12,200.0","","-0.65%"
"29/10/1997","12,280.0","12,280.0","12,280.0","12,280.0","","0.49%"
"28/10/1997","12,220.0","12,220.0","12,220.0","12,220.0","","1.74%"
"27/10/1997","12,011.0","12,011.0","12,011.0","12,011.0","","-2.32%"
"24/10/1997","12,296.0","12,296.0","12,296.0","12,296.0","","0.79%"
"23/10/1997","12,200.0","12,200.0","12,200.0","12,200.0","","-0.49%"
"22/10/1997","12,260.0","12,260.0","12,260.0","12,260.0","","2.90%"
"21/10/1997","11,915.0","11,915.0","11,915.0","11,915.0","","0.21%"
"20/10/1997","11,890.0","11,890.0","11,890.0","11,890.0","","0.63%"
"17/10/1997","11,815.0","11,815.0","11,815.0","11,815.0","","0.08%"
"16/10/1997","11,805.0","11,805.0","11,805.0","11,805.0","","-1.63%"
"15/10/1997","12,000.0","12,000.0","12,000.0","12,000.0","","1.74%"
"14/10/1997","11,795.0","11,795.0","11,795.0","11,795.0","","0.54%"
"13/10/1997","11,732.0","11,732.0","11,732.0","11,732.0","","0.05%"
"10/10/1997","11,726.0","11,726.0","11,726.0","11,726.0","","0.01%"
"09/10/1997","11,725.0","11,725.0","11,725.0","11,725.0","","0.02%"
"08/10/1997","11,723.0","11,723.0","11,723.0","11,723.0","","0.01%"
"07/10/1997","11,722.0","11,722.0","11,722.0","11,722.0","","-0.03%"
"06/10/1997","11,725.0","11,725.0","11,725.0","11,725.0","","0.01%"
"03/10/1997","11,724.0","11,724.0","11,724.0","11,724.0","","0.06%"
"02/10/1997","11,717.0","11,717.0","11,717.0","11,717.0","","0.00%"
"01/10/1997","11,717.0","11,717.0","11,717.0","11,717.0","","0.02%"
"30/09/1997","11,715.0","11,715.0","11,715.0","11,715.0","","0.01%"
"29/09/1997","11,714.0","11,714.0","11,714.0","11,714.0","","-0.02%"
"26/09/1997","11,716.0","11,716.0","11,716.0","11,716.0","","0.04%"
"25/09/1997","11,711.0","11,711.0","11,711.0","11,711.0","","-0.01%"
"24/09/1997","11,712.0","11,712.0","11,712.0","11,712.0","","-0.02%"
"23/09/1997","11,714.0","11,714.0","11,714.0","11,714.0","","0.03%"
"22/09/1997","11,710.0","11,710.0","11,710.0","11,710.0","","0.04%"
"19/09/1997","11,705.0","11,705.0","11,705.0","11,705.0","","-0.03%"
"18/09/1997","11,709.0","11,709.0","11,709.0","11,709.0","","0.05%"
"17/09/1997","11,703.0","11,703.0","11,703.0","11,703.0","","0.00%"
"16/09/1997","11,703.0","11,703.0","11,703.0","11,703.0","","0.00%"
"15/09/1997","11,703.0","11,703.0","11,703.0","11,703.0","","0.03%"
"12/09/1997","11,700.0","11,700.0","11,700.0","11,700.0","","0.00%"
"11/09/1997","11,700.0","11,700.0","11,700.0","11,700.0","","-0.01%"
"10/09/1997","11,701.0","11,701.0","11,701.0","11,701.0","","0.00%"
"09/09/1997","11,701.0","11,701.0","11,701.0","11,701.0","","0.04%"
"08/09/1997","11,696.0","11,696.0","11,696.0","11,696.0","","0.02%"
