"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"30/12/2011","21,031.0","21,035.0","21,035.5","21,018.0","","0.10%"
"29/12/2011","21,010.0","21,030.0","21,035.5","21,005.5","","0.05%"
"28/12/2011","21,000.0","21,031.0","21,035.5","21,005.5","","-0.13%"
"27/12/2011","21,028.0","21,030.0","21,035.5","21,005.5","","-0.02%"
"26/12/2011","21,033.0","21,030.0","21,035.5","21,005.5","","0.10%"
"23/12/2011","21,011.0","21,015.0","21,020.5","21,000.5","","0.05%"
"22/12/2011","21,000.0","21,015.0","21,020.5","21,000.5","","-0.07%"
"21/12/2011","21,015.0","21,018.0","21,020.5","21,000.5","","0.07%"
"20/12/2011","21,000.0","21,015.0","21,020.5","21,000.5","","-0.07%"
"19/12/2011","21,014.0","21,016.0","21,020.5","21,000.5","","-0.03%"
"16/12/2011","21,020.0","21,015.0","21,020.5","21,000.5","","0.04%"
"15/12/2011","21,011.0","21,020.0","21,020.5","20,996.0","","0.01%"
"14/12/2011","21,009.0","21,020.0","21,020.5","20,996.0","","0.00%"
"13/12/2011","21,010.0","21,010.0","21,010.5","20,996.0","","0.02%"
"12/12/2011","21,005.0","21,005.0","21,010.5","21,000.5","","0.02%"
"09/12/2011","21,000.0","21,005.0","21,010.5","20,996.0","","-0.02%"
"08/12/2011","21,005.0","21,005.0","21,010.5","20,996.0","","-0.02%"
"07/12/2011","21,010.0","21,005.0","21,010.5","20,996.0","","0.00%"
"06/12/2011","21,010.0","21,005.0","21,010.5","21,000.5","","0.00%"
"05/12/2011","21,010.0","21,005.0","21,010.5","21,000.5","","0.05%"
"02/12/2011","21,000.0","21,010.0","21,010.5","20,996.0","","-0.05%"
"01/12/2011","21,010.0","21,005.0","21,010.5","20,996.0","","0.05%"
"30/11/2011","21,000.0","21,006.0","21,010.5","21,000.5","","-0.04%"
"29/11/2011","21,009.0","21,005.0","21,010.5","21,000.5","","0.02%"
"28/11/2011","21,005.0","21,006.0","21,010.5","21,000.5","","0.02%"
"25/11/2011","21,000.0","21,010.0","21,010.5","21,000.5","","-0.02%"
"24/11/2011","21,005.0","21,010.0","21,010.5","21,000.5","","0.00%"
"23/11/2011","21,006.0","21,010.0","21,010.5","21,000.5","","0.00%"
"22/11/2011","21,005.0","21,006.0","21,010.5","21,000.5","","0.00%"
