"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/12/2004","15,768.0","15,768.0","15,768.0","15,768.0","","-0.06%"
"30/12/2004","15,778.0","15,778.0","15,778.0","15,778.0","","-0.01%"
"29/12/2004","15,779.0","15,779.0","15,779.0","15,779.0","","0.01%"
"28/12/2004","15,777.0","15,777.0","15,777.0","15,777.0","","0.01%"
"27/12/2004","15,775.0","15,775.0","15,775.0","15,775.0","","0.03%"
"24/12/2004","15,770.0","15,770.0","15,770.0","15,770.0","","-0.01%"
"23/12/2004","15,772.0","15,772.0","15,772.0","15,772.0","","0.01%"
"22/12/2004","15,770.0","15,770.0","15,770.0","15,770.0","","-0.06%"
"21/12/2004","15,779.0","15,779.0","15,779.0","15,779.0","","0.08%"
"20/12/2004","15,766.0","15,766.0","15,766.0","15,766.0","","0.00%"
"17/12/2004","15,766.0","15,766.0","15,766.0","15,766.0","","-0.06%"
"16/12/2004","15,776.0","15,776.0","15,776.0","15,776.0","","0.07%"
"15/12/2004","15,765.0","15,765.0","15,765.0","15,765.0","","0.02%"
"14/12/2004","15,762.0","15,762.0","15,762.0","15,762.0","","-0.04%"
"13/12/2004","15,769.0","15,769.0","15,769.0","15,769.0","","-0.01%"
"10/12/2004","15,771.0","15,771.0","15,771.0","15,771.0","","0.03%"
"09/12/2004","15,766.0","15,766.0","15,766.0","15,766.0","","-0.03%"
"08/12/2004","15,770.0","15,770.0","15,770.0","15,770.0","","-0.01%"
"07/12/2004","15,772.0","15,772.0","15,772.0","15,772.0","","-0.03%"
"06/12/2004","15,776.0","15,776.0","15,776.0","15,776.0","","-0.03%"
"03/12/2004","15,780.0","15,780.0","15,780.0","15,780.0","","0.01%"
"02/12/2004","15,778.0","15,778.0","15,778.0","15,778.0","","0.08%"
"01/12/2004","15,766.0","15,766.0","15,766.0","15,766.0","","-0.01%"
"30/11/2004","15,768.0","15,768.0","15,768.0","15,768.0","","-0.07%"
"29/11/2004","15,779.0","15,779.0","15,779.0","15,779.0","","0.02%"
